Serial,Event,Region,District,Date,Location,Country,latitude,longitude,Deaths,Injured,Missing,Houses Destroyed,Houses Damaged,Directly Affected,Indirectly Affected,Relocated,Evacuated,Losses USD,Losses Local,Education Centers,Hospitals,Damages in Crops Ha,Lost Cattle,Damages in Roads Mts,GLIDEnumber,Comments
6127,RAINSTORM,CENTRAL,GOMOA EAST,2021/11/22,NYAMEBEKYERE,Ghana,6.7406613,-2.0301211,,,,,1,,,,,0,0,,,,0,,,
6122,TIDAL WAVES,CENTRAL,MFANTSIMAN MUNICIPAL,2021/11/09,EGYAA,Ghana,5.1852775,-1.1148764,,,,1,,,,,,0,0,,,,0,,,A CANOE (BOAT) WAS ALSO AFFECTED BY THE DISASTER.
6120,TIDAL WAVES,CENTRAL,MFANTSIMAN MUNICIPAL,2021/11/09,BIRIWA,Ghana,5.1642066,-1.1647226,,,,1,,,,,,0,0,,,,0,,,A CANOE (BOAT) WAS ALSO AFFECTED BY THE DISASTER.
6117,RAINSTORM,CENTRAL,UPPER DENKYIRA EAST,2021/10/03,MADINA,Ghana,5.8357609,-1.8918058,,,,,6,,,,,0,0,,,,0,,,
6115,RAINSTORM,CENTRAL,UPPER DENKYIRA EAST,2021/10/03,BEDIASO,Ghana,5.8357609,-1.8918058,,,,,8,,,,,0,0,,,,0,,,
6113,RAINSTORM,CENTRAL,UPPER DENKYIRA EAST,2021/10/03,MFANTEMAN,Ghana,5.8357609,-1.8918058,,,,,7,,,,,0,0,,,,0,,,
6111,RAINSTORM,CENTRAL,UPPER DENKYIRA EAST,2021/10/03,SOFOKROM,Ghana,5.9646189,-1.7794952,,,,,14,,,,,0,0,,,,0,,,
6106,RAINSTORM,CENTRAL,UPPER DENKYIRA WEST,2021/11/08,WAMPAM,Ghana,6.106176,-2.1636259,,,,,1,,,,,0,0,,,,0,,,
6104,FLOOD,CENTRAL,UPPER DENKYIRA WEST,2021/10/01,BREMAN,Ghana,6.029562,-2.521676,,,,,34,,,,,0,0,,,,0,,,
6092,TIDAL WAVES,CENTRAL,EKUMFI,2021/09/27,EKUMPOANO,Ghana,5.2070525,-0.9065743,,,,1,,,,,,0,0,,,,0,,,
6089,RAINSTORM,CENTRAL,MFANTSIMAN MUNICIPAL,2021/07/01,SALTPOND,Ghana,5.201326,-1.0721758,,,,,1,,,,,0,0,,,,0,,,
6083,FLOOD,CENTRAL,ASSIN NORTH,2021/09/15,ASSIIN ASEMPANAEY,Ghana,5.9238042,-1.3623399,,,,,1,,,,,0,0,,,,0,,,
6076,RAINSTORM,CENTRAL,GOMOA WEST,2021/09/03,ATAKWA,Ghana,5.4771808,-0.7544157,,,1,,,,,,,0,0,,,,0,,,
6187,DROUGHT,NORTHERN,MION,2021/06/27,"KPABIA, MBATINGA, PALARI, JIMLI",Ghana,9.2193936,-0.2584443,,,,,,,,,,0,0,,,13,0,,,
6181,RAINSTORM,NORTHERN,GUSHIEGU MUNICIPAL,2021/06/02,"KPATINGA, KPISINGA, SALAA, GAA, ZININDO, GUSHEGU",Ghana,9.8411217,-0.2908101,,,,,33,,,,,0,0,,,,0,,,
6179,RAINSTORM,NORTHERN,KUMBUMGU,2021/05/06,KUMBUNGU/TIBUNG/ZANGBALUNG/BUNTANGA,Ghana,9.5589124,-0.9580612,,,,,36,,,,,0,0,,,,0,,,
6177,RAINSTORM,NORTHERN,NANUMBA NORTH MUNICIPAL,2021/06/08,TANGA/CHAMBA/BATOR/KABULYA/SHIHINI/KUMATI,Ghana,8.6955781,-0.1475859,,,,,59,,,,,0,0,,,,0,,,
6175,RAINSTORM,NORTHERN,KARAGA,2021/04/07,"TANBIGU, KARAGA, GUDAYILI",Ghana,9.9266383,-0.4363015,,,,,58,,,,,0,0,,,,0,,,
6173,RAINSTORM,NORTHERN,TAMALE METROPOLITAN,2021/04/20,"TUGU, SAWABA, DOHINI, KPANVO, ZOBOVO, VITTIN",Ghana,8.192542,-0.7741672,,,,,117,,,,,0,0,,,,0,,,
6163,RAINSTORM,NORTHERN,SABOBA,2021/03/16,"BANJANI, NASONA",Ghana,9.7079985,0.288777,,,,,34,,,,,0,0,,,,0,,,
6161,RAINSTORM,NORTHERN,MION,2021/01/23,"KPABIA, GUNSI",Ghana,9.2515333,-0.2510687,,,,,37,,,,,0,0,,,,0,,,
6159,RAINSTORM,NORTHERN,TOLON,2021/01/10,YEPELGU,Ghana,9.4306381,-1.0708374,,,,,6,,,,,0,0,,,,0,,,
6157,RAINSTORM,CENTRAL,AGONA EAST,2021/11/27,MANKRONG JUNCTION,Ghana,5.6419764,-0.6752882,,,,,1,,,,,0,0,,,,0,,,
6155,RAINSTORM,CENTRAL,AGONA EAST,2021/11/15,ASAFO SWESCO,Ghana,5.5777664,-0.6864828,,,,,1,,,,,0,0,,,,0,,,
6152,RAINSTORM,CENTRAL,AGONA EAST,2021/10/27,DUAKWA,Ghana,5.6356896,-0.7334624,,,,,1,,,,,0,0,,,,0,,,
6150,RAINSTORM,CENTRAL,AGONA EAST,2021/10/16,KWANYAKO,Ghana,5.597011,-0.6564786,,,,,1,,,,,0,0,,,,0,,,
6148,RAINSTORM,CENTRAL,AJUMAKO-ENYAN-ESIAM,2021/11/30,AJU KWANYAKO,Ghana,5.4663558,-0.9486008,,,,,33,,,,,0,0,,,,0,,,
6146,RAINSTORM,CENTRAL,AJUMAKO-ENYAN-ESIAM,2021/11/22,ENJAB ABAASA,Ghana,5.4347228,-0.9201304,,,,,15,,,,,0,0,,,,0,,,
6133,FLOOD,CENTRAL,EFFUTU MUNICIPAL,2021/12/11,PENKYE,Ghana,5.3745715,-0.6439375,,,,,1,,,,,0,0,,,,0,,,
6128,RAINSTORM,CENTRAL,GOMOA CENTRAL,2021/10/01,GOMOA JUKWA,Ghana,5.3399083,-1.3419134,,,,,1,,,,,0,0,,,,0,,,
6121,TIDAL WAVES,CENTRAL,MFANTSIMAN MUNICIPAL,2021/11/09,ANOMABO,Ghana,5.1773921,-1.1332227,,,,5,,,,,,0,0,,,,0,,,A CANOE (BOAT) WAS ALSO AFFECTED BY THE DISASTER.
6116,RAINSTORM,CENTRAL,UPPER DENKYIRA EAST,2021/10/03,ABESEWA,Ghana,5.9823784,-1.7943764,,,,,7,,,,,0,0,,,,0,,,
6114,RAINSTORM,CENTRAL,UPPER DENKYIRA EAST,2021/10/03,PRESENTIASE,Ghana,5.8357609,-1.8918058,,,,,8,,,,,0,0,,,,0,,,
6112,RAINSTORM,CENTRAL,UPPER DENKYIRA EAST,2021/10/03,BARRIER,Ghana,5.819848,-2.1623949,,,,,8,,,,,0,0,,,,0,,,
6110,RAINSTORM,CENTRAL,UPPER DENKYIRA EAST,2021/10/03,ACCRA TOWN,Ghana,5.8357609,-1.8918058,,,,,12,,,,,0,0,,,,0,,,
6105,FLOOD,CENTRAL,UPPER DENKYIRA WEST,2021/10/01,SUBIN HILL,Ghana,6.2016639,-2.0462903,,,,,1,,,,,0,0,,,,0,,,
6097,RAINSTORM,CENTRAL,TWIFO HEMAN LOWER DENKYIRA,2021/10/17,NYAMEBEKYERE,Ghana,5.491285,-1.5355882,,,,,3,,,,,0,0,1,,,0,,,
6093,RAINSTORM,CENTRAL,TWIFO HEMAN LOWER DENKYIRA,2021/07/14,NYAMEBEKYERE,Ghana,5.491285,-1.5355882,,,,,7,,,,,0,0,,,,0,,,
6084,FLOOD,CENTRAL,ASSIN NORTH,2021/09/17,ASSIN ENDWA,Ghana,5.825008,-1.7083379,,,,,1,,,,,0,0,,,,0,,,
6082,RAINSTORM,CENTRAL,ASIKUMA ODOBEN BRAKWA,2021/07/23,AYIPEY,Ghana,5.6271741,-1.1821195,,,,,2,,,,,0,0,,,,0,,,
6072,RAINSTORM,CENTRAL,TWIFO HEMAN LOWER DENKYIRA,2021/04/24,SUMNYAME,Ghana,5.3783958,-1.6220305,,,,,6,,,,,0,0,,,,0,,,
6070,RAINSTORM,CENTRAL,TWIFO HEMAN LOWER DENKYIRA,2021/05/17,NYAMEBEKYERE,Ghana,5.491285,-1.5355882,,,,,4,,,,,0,0,,,,0,,,
6068,RAINSTORM,CENTRAL,AJUMAKO-ENYAN-ESIAM,2021/06/11,EKUKROM,Ghana,5.4121786,-1.1548063,,,,,1,,,,,0,0,,,,0,,,
6066,RAINSTORM,CENTRAL,AJUMAKO-ENYAN-ESIAM,2021/04/23,BABINSO,Ghana,5.4121786,-1.1548063,,,,,1,,,,,0,0,,,,0,,,
6064,FLOOD,CENTRAL,ABURA ASEBU KWAMANKESE,2021/06/27,MOREE,Ghana,5.1294786,-1.2083996,,,,,,,,,,0,0,1,,,0,,,
6056,RAINSTORM,CENTRAL,ASIKUMA ODOBEN BRAKWA,2021/04/04,ODOBEN,Ghana,5.6332562,-0.9041267,,,,,6,,,,,0,0,,,,0,,,
6053,RAINSTORM,CENTRAL,ASSIN SOUTH,2021/04/27,ABODWESESO,Ghana,5.5292741,-1.4192107,,,,,6,,,,,0,0,,,,0,,,
6051,RAINSTORM,CENTRAL,ASSIN SOUTH,2021/04/16,NKRAN,Ghana,5.45992,-1.1586773,,,,,,,,,,0,0,1,,,0,,,
6048,RAINSTORM,CENTRAL,UPPER DENKYIRA WEST,2021/05/25,DIASO,Ghana,6.1539953,-2.1638346,,,,,10,,,,,0,0,,,,0,,,
6046,THUNDERSTORM,CENTRAL,ASSIN NORTH,2021/05/26,,Ghana,5.825008,-1.7083379,,,,,1,,,,,0,0,,,,0,,,
6033,FLOOD,CENTRAL,GOMOA CENTRAL,2021/06/24,GOMOA AKROPONG,Ghana,5.4162039,-0.8511565,,,,,1,,,,,0,0,,,,0,,,
6021,RAINSTORM,CENTRAL,UPPER DENKYIRA WEST,2021/02/16,NYINAWUSU,Ghana,6.651223,-1.96033,,1,,,1,,,,,0,0,,,,0,,,
6017,RAINSTORM,CENTRAL,TWIFO ATTI MORKWA,2021/02/16,NTEFREWASO,Ghana,5.6807933,-1.792166,,,,,13,,,,,0,0,,,,0,,,
6005,RAINSTORM,CENTRAL,GOMOA EAST,2021/01/18,ESIWKWAA,Ghana,7.8961632,-3.6733937,,,,,1,,,,,0,0,,,,0,,,
5999,RAINSTORM,CENTRAL,GOMOA CENTRAL,2021/02/09,GOMOA GYAMAN,Ghana,5.500994,-0.764332,,,,,6,,,,,0,0,,,,0,,,
5996,RAINSTORM,CENTRAL,ASIKUMA ODOBEN BRAKWA,2021/03/19,BEDUM,Ghana,5.5236717,-1.0165751,,,,,2,,,,,0,0,,,,0,,,
5990,RAINSTORM,CENTRAL,AJUMAKO-ENYAN-ESIAM,2021/01/11,EKUAMASE,Ghana,5.4121786,-1.1548063,,,,,8,,,,,0,0,,,,0,,,
5970,RAINSTORM,CENTRAL,TWIFO HEMAN LOWER DENKYIRA,2021/03/07,NYAMEBEKYERE,Ghana,5.491285,-1.5355882,,,,,3,,,,,0,0,,,,0,,,
5966,RAINSTORM,CENTRAL,ASSIN SOUTH,2021/03/24,manso,Ghana,5.5227011,-1.1700869,,,,,1,,,,,0,0,,,,0,,,
6073,RAINSTORM,CENTRAL,TWIFO HEMAN LOWER DENKYIRA,2021/04/12,BETTYMO,Ghana,5.3783958,-1.6220305,,,,,3,,,,,0,0,,,,0,,,
6067,RAINSTORM,CENTRAL,AJUMAKO-ENYAN-ESIAM,2021/06/11,AMIA,Ghana,5.4121786,-1.1548063,,,,,1,,,,,0,0,,,,0,,,
6065,RAINSTORM,CENTRAL,AJUMAKO-ENYAN-ESIAM,2021/04/18,BISEASE,Ghana,5.4663558,-0.9486008,,,,,13,,,,,0,0,,,,0,,,
6061,RAINSTORM,CENTRAL,ASIKUMA ODOBEN BRAKWA,2021/06/27,AYIPEY,Ghana,5.6271741,-1.1821195,,,,2,,,,,,0,0,,,,0,,,
6057,RAINSTORM,CENTRAL,ASIKUMA ODOBEN BRAKWA,2021/04/20,KUNTUNANSE,Ghana,6.1660391,-2.5623712,,,,,4,,,,,0,0,,,,0,,,
6054,RAINSTORM,CENTRAL,ASSIN SOUTH,2021/04/24,ANYINABRIM,Ghana,5.606974,-1.2205983,,,,,1,,,,,0,0,,,,0,,,
6037,FLOOD,CENTRAL,EFFUTU MUNICIPAL,2021/05/31,DOMEABRA,Ghana,5.5884713,-0.4161724,,,,,1,,,,,0,0,,,,0,,,
6035,FLOOD,CENTRAL,KOMENDA EDNA EGUAFO ABIREM MUN,2021/06/30,ESSAMAN,Ghana,5.1299837,-1.603903,,,,,80,,,,,0,0,,,,0,,,
6029,FLOOD,CENTRAL,GOMOA WEST,2021/04/07,GOMOA ABASA,Ghana,5.4636455,-0.6739892,,,,,1,,,,,0,0,,,,0,,,
6025,RAINSTORM,CENTRAL,GOMOA EAST,2021/04/02,FETTEH,Ghana,5.4252571,-0.4911664,,,,,1,,,,,0,0,,,,0,,,
6015,RAINSTORM,CENTRAL,EFFUTU MUNICIPAL,2021/03/17,GYANGYANADZE,Ghana,5.5357125,-0.6810162,,,,,6,,,,,0,0,,,,0,,,A CHURCH WAS AFFECTED BY THE DISASTER
6010,RAINSTORM,CENTRAL,UPPER DENKYIRA EAST,2021/03/08,POKUKROM,Ghana,6.0179537,-1.8155164,,,,,7,,,,,0,0,,,,0,,,
6008,RAINSTORM,CENTRAL,AGONA EAST,2021/03/28,MANKRONG,Ghana,5.6420924,-0.630561,,,,,1,,,,,0,0,,,,0,,,
6006,RAINSTORM,CENTRAL,AGONA EAST,2021/03/06,"MAMANWORA, ADUKWAA, AKOKOASA, AKOAKOO, KWESI MENSAKWAA",Ghana,7.8710414,-6.3347412,,,,,108,,,,,0,0,,,,0,,,
6004,RAINSTORM,CENTRAL,GOMOA EAST,2021/01/18,ODUMASE,Ghana,5.5366478,-0.615009,,,,,1,,,,,0,0,,,,0,,,
6000,RAINSTORM,CENTRAL,GOMOA CENTRAL,2021/03/04,GOMOA ACHIASE,Ghana,5.5118799,-0.7313882,,,,,3,,,,,0,0,,,,0,,,
5998,RAINSTORM,CENTRAL,GOMOA CENTRAL,2021/02/05,GOMOA LOME,Ghana,5.4131677,-0.7586137,,,,,13,,,,,0,0,,,,0,,,
5991,RAINSTORM,CENTRAL,AJUMAKO-ENYAN-ESIAM,2021/03/05,OSEDZE,Ghana,5.4121786,-1.1548083,,,,,1,,,,,0,0,,,,0,,,
5989,THUNDERSTORM,CENTRAL,ASSIN NORTH,2021/03/16,ASSIN KWAKU ADU,Ghana,5.825008,-1.708346,1,5,,,1,,,,,0,0,,,,0,,,
5969,RAINSTORM,CENTRAL,TWIFO HEMAN LOWER DENKYIRA,2021/03/03,HEMANG(PASSCOAM),Ghana,5.3783958,-1.6220325,,,,,1,,,,,0,0,,,,0,,,
5967,RAINSTORM,CENTRAL,ASSIN SOUTH,2021/01/03,FRAMASE,Ghana,5.5520245,-1.5699154,,,,,3,,,,,0,0,,,,0,,,
5965,RAINSTORM,CENTRAL,ASSIN SOUTH,2022/02/10,OCHISO,Ghana,5.4028477,-0.9817319,,,,,13,,,,,0,0,,,,0,,,
5940,RAINSTORM,SAVANNAH,BOLE DISTRICT,2021/02/25,,Ghana,8.6907475,-2.9230269,,,,,10,,,,,0,0,,,,0,,,
5938,FLOOD,BONO,BANDA DISTRICT,2021/08/15,BEMA,Ghana,8.2430086,-2.560003,,,,,8,,,,,0,0,,,,0,,,
5936,FLOOD,BONO,DORMAA WEST DISTRICT,2021/09/02,DORMAA,Ghana,7.1653624,-3.2328403,,,,,,,,,,0,0,,,20,0,,,
5934,FLOOD,SAVANNAH,NORTH EAST GONJA DISTRICT,2021/02/15,,Ghana,8.7400304,-1.1985612,,,,,36,,,,,0,0,,,,0,,,
5930,FLOOD,BONO,DORMAA WEST DISTRICT,2021/09/02,KWADWO,Ghana,7.3152159,-2.9622271,,,,,,,,,,0,0,,,28,0,,,
5928,FLOOD,BONO,DORMAA WEST DISTRICT,2021/09/02,KWADWO,Ghana,7.3152159,-2.9622271,,,,,,,,,,0,0,,,32,0,,,
5926,RAINSTORM,BONO,WENCHI MUNICIPAL,2021/09/17,BOADAN,Ghana,7.7381763,-2.0792699,,,,,4,,,,,0,0,,,,0,,,
5922,RAINSTORM,BONO,SUNYANI MUNICIPAL,2021/09/23,AREA 3,Ghana,7.3326651,-2.3260935,1,,,,1,,,,,0,0,,,,0,,,
5920,RAINSTORM,BONO,TAIN DISTRICT,2021/09/17,BADU,Ghana,7.6921088,-2.2416832,,,,,1,,,,,0,0,,,,0,,,
5918,FLOOD,BONO,TAIN DISTRICT,2021/02/09,GEDEMGE,Ghana,7.7911629,-2.7019367,,,,,8,,,,,0,0,,,,0,,,
5911,RAINSTORM,BONO,JAMAN SOUTH MUNICIPAL,2021/07/27,TAINANO N,Ghana,7.7499994,-2.7705997,,,,,1,,,,,0,0,,,,0,,,
5904,RAINSTORM,OTI,NKWANTA SOUTH MUNICIPAL,2021/04/24,,Ghana,8.250211,0.0979133,,3,,,82,,,,,0,0,2,,,0,,,Two (2) school buildings were affected in the disaster but there was not a separate cost to it.
5899,FLOOD,BONO,SUNYANI MUNICIPAL,2021/03/05,ASUFUFU,Ghana,7.3116664,-2.3531477,,,,,3,,,,,0,0,,,,0,,,
5891,RAINSTORM,BONO,TAIN DISTRICT,2021/01/11,SEIKWA,Ghana,7.7227713,-2.5270702,,,,,22,,,,,0,0,2,,,0,,,TWO SCHOOLS WHICH WERE ALSO AFFECTED DID NOT HAVE AN ACCOMPANYING COST OF DAMAGE.
5880,RAINSTORM,BONO,BANDA DISTRICT,2021/05/11,NYIRE,Ghana,8.3153715,-0.1328016,,,,,15,,,,,0,0,,,,0,,,
5878,RAINSTORM,BONO,BANDA DISTRICT,2021/05/11,BOASI,Ghana,8.2284617,-2.567424,,,,,5,,,,,0,0,,,,0,,,
5870,RAINSTORM,BONO,WENCHI MUNICIPAL,2021/04/08,BOADAN,Ghana,7.7381763,-2.0792699,,,,,2,,,,,0,0,,,,0,,,
5864,RAINSTORM,BONO,TAIN DISTRICT,2021/06/16,ASUAFO,Ghana,7.7911629,-2.7019367,,,,,1,,,,,0,0,,,,0,,,
5862,RAINSTORM,BONO,TAIN DISTRICT,2021/04/16,BEPOASE,Ghana,7.7748203,-2.5627758,,,,,1,,,,,0,0,,,,0,,,
5860,RAINSTORM,BONO,TAIN DISTRICT,2021/04/09,TAINSO,Ghana,7.7940544,-2.2234887,,,,,1,,,,,0,0,,,,0,,,
5852,RAINSTORM,BONO,JAMAN SOUTH MUNICIPAL,2021/04/07,ATUNA,Ghana,7.5056247,-2.9203763,,,,,,,,,,0,0,1,,,0,,,
5943,FLOOD,BONO,DORMAA EAST DISTRICT,2021/07/04,ASUOTIAR,Ghana,7.2635811,-2.8089221,,,,,1,,,,,0,0,,,,0,,,
5941,FLOOD,BONO,BANDA DISTRICT,2021/08/21,KABRONO,Ghana,8.2284617,-2.5707933,,,,,1,,,,,0,0,,,,0,,,
5939,RAINSTORM,BONO,BANDA DISTRICT,2021/08/15,KOJIE,Ghana,8.1738147,-2.3527118,,,,,2,,,,,0,0,,,,0,,,
5937,RAINSTORM,BONO,BANDA DISTRICT,2021/09/07,BOASI,Ghana,8.2284617,-2.567424,,,,,11,,,,,0,0,,,,0,,,
5931,RAINSTORM,SAVANNAH,BOLE DISTRICT,2021/03/17,,Ghana,8.6907475,-2.9230269,,,,,34,,,,,0,0,,,,0,,,
5929,FLOOD,SAVANNAH,NORTH GONJA DISTRICT,2022/04/06,,Ghana,9.6893725,-2.2071965,,,,,3,,,,,0,0,,,,0,,,
5921,RAINSTORM,BONO,SUNYANI MUNICIPAL,2021/09/21,AREA 4,Ghana,7.2280893,-2.5168689,,,,,1,,,,,0,0,,,,0,,,
5919,FLOOD,BONO,TAIN DISTRICT,2021/09/17,DEBIBI,Ghana,7.8983249,-2.5524331,,,,,1,,,,,0,0,1,,,0,,,
5917,FLOOD,BONO,TAIN DISTRICT,2021/01/09,FULA,Ghana,7.7911629,-2.7019367,,,,,10,,,,,0,0,,,,0,,,
5912,RAINSTORM,BONO,JAMAN SOUTH MUNICIPAL,2021/07/27,AMPEMKRO,Ghana,7.5932724,-2.7906882,,,,,1,,,,,0,0,,,,0,,,
5903,RAINSTORM,BONO,SUNYANI MUNICIPAL,2021/03/05,NEW TOWN,Ghana,7.3244099,-2.3324978,,,,,1,,,,,0,0,,,,0,,,
5900,RAINSTORM,BONO,SUNYANI MUNICIPAL,2021/03/05,ASUFUFU,Ghana,7.3116664,-2.3531477,,,,,1,,,,,0,0,,,,0,,,
5898,RAINSTORM,BONO,SUNYANI MUNICIPAL,2021/02/15,ATRONIE,Ghana,7.1534409,-2.4106837,,,,,1,,,,,0,0,,,,0,,,
5892,RAINSTORM,BONO,TAIN DISTRICT,2021/03/17,DEBIBI,Ghana,7.8983249,-2.5524331,,2,,,15,,,,,0,0,,,,0,,,
5890,RAINSTORM,BONO,SUNYANI WEST DISTRICT,2021/03/10,ODUMASI,Ghana,7.3710422,-2.33658,,,,,1,,,,,0,0,,,,0,,,
5883,RAINSTORM,BONO,JAMAN SOUTH MUNICIPAL,2021/02/23,DROBO,Ghana,7.5932381,-2.8309113,,,,,1,,,,,0,0,,,,0,,,
5879,RAINSTORM,BONO,BANDA DISTRICT,2021/05/11,FAWOMAN,Ghana,7.6695253,-2.7815152,,,,,2,,,,,0,0,,,,0,,,
5877,RAINSTORM,BONO,BANDA DISTRICT,2021/06/28,BIEMA,Ghana,8.3153715,-0.1328016,,,,,5,,,,,0,0,1,,,0,,,
5873,RAINSTORM,BONO,DORMAA CENTRAL MUNICIPAL,2021/05/17,KOFIASUA,Ghana,7.2916174,-2.905326,,,,,2,,,,,0,0,,,,0,,,
5871,RAINSTORM,BONO,WENCHI MUNICIPAL,2021/05/31,KOKROKO,Ghana,7.802973,-2.4146443,,,,,5,,,,,0,0,,,,0,,,
5865,RAINSTORM,BONO,TAIN DISTRICT,2021/06/18,KOJOARKO,Ghana,7.6904392,-2.5682181,,,,,6,,,,,0,0,,,,0,,,
5863,RAINSTORM,BONO,TAIN DISTRICT,2021/05/30,TAINSO,Ghana,7.7940544,-2.2234887,,,,,2,,,,,0,0,,,,0,,,
5861,RAINSTORM,BONO,TAIN DISTRICT,2021/04/09,BEPOASE,Ghana,7.7748203,-2.5627758,,,,,1,,,,,0,0,1,,,0,,,One school was also affected but was not accompanied with damage cost.
5858,RAINSTORM,BONO,SUNYANI WEST DISTRICT,2021/04/15,TWUMASIKROM,Ghana,7.4042341,-2.4679176,,,,,17,,,,,0,0,,,,0,,,
5856,RAINSTORM,BONO,SUNYANI WEST DISTRICT,2021/04/08,ADENTIA,Ghana,7.364584,-2.3167764,,,,1,,,,,,0,0,,,,0,,,
5853,RAINSTORM,BONO,JAMAN SOUTH MUNICIPAL,2021/05/03,ADIOKOR,Ghana,7.5744582,-2.7872829,,,,,1,,,,,0,0,,,,0,,,
5843,RAINSTORM,AHAFO,ASUHAFO SOUTH,2021/10/25,ABUOM,Ghana,6.4943836,-2.4959284,,,,,1,,,,,0,0,,,,0,,,
5839,RAINSTORM,AHAFO,ASUTIFI SOUTH,2021/07/14,ACHERENSUA,Ghana,6.9786539,-2.3071719,,,,1,,,,,,0,0,,,,0,,,
5832,RAINSTORM,AHAFO,TANO NORTH,2021/04/16,TANOAN,Ghana,7.1945505,-2.3647672,,,,,9,,,,,0,0,,,,0,,,
5804,RAINSTORM,AHAFO,TANO NORTH,2021/04/07,DUAYAW NKWANTA,Ghana,7.1779234,-2.1185592,,2,,,10,,,,,0,0,1,,1,0,,,A SCHOOL AND ONE HECTARE OF FARMLAND WERE ALSO AFFECTED BY THE RAINSTORM BUT WITHOUT DAMAGE COST.
5798,FLOOD,AHAFO,ASUHAFO SOUTH,2021/05/20,SANKORE,Ghana,6.5014532,-2.5101615,,,,,1,,,,,0,0,,,,0,,,
5794,RAINSTORM,AHAFO,ASUHAFO SOUTH,2021/05/01,PAFO,Ghana,6.6821351,-2.4424678,,,,,1,,,,,0,0,1,,,0,,,
5790,RAINSTORM,AHAFO,TANO SOUTH,2021/02/18,OHIANIMGU,Ghana,7.1610729,-2.1469938,,,,,1,,,,,0,0,1,,,0,,,ONE SCHOOL WAS ALSO AFFECTED BY THE RAINSTORM BUT NO DAMAGE COST RECORDED.
5778,FLOOD,BONO EAST,PRU EAST DISTRICT,2021/10/23,CHEREPO,Ghana,8.1336867,-1.1346678,,,,,2,,,,,0,0,,,,0,,,
5760,RAINSTORM,BONO EAST,KINTAMPO SOUTH DISTRICT,2021/12/10,AMOMA,Ghana,7.7831542,-1.8869449,,,,,1,,,,,0,0,,,,0,,,
5758,FLOOD,BONO EAST,KINTAMPO SOUTH DISTRICT,2021/10/12,AMOMA,Ghana,7.7831542,-1.8869449,,,,,1,,,,,0,0,,,,0,,,
5756,RAINSTORM,BONO EAST,KINTAMPO SOUTH DISTRICT,2021/10/02,NANTE,Ghana,7.9572056,-1.7519316,,,,,1,,,,,0,0,,,,0,,,
5754,RAINSTORM,BONO EAST,ATEBUBU AMANTIN MUNICIPAL,2021/09/14,,Ghana,7.7284503,-1.4164368,,,,,1,,,,,0,0,,,,0,,,
5752,RAINSTORM,BONO EAST,ATEBUBU AMANTIN MUNICIPAL,2021/09/14,DAGOMBA LINE,Ghana,7.7284503,-1.4164448,,,,,13,,,,,0,0,,,,0,,,
5748,RAINSTORM,BONO EAST,SENE EAST DISTRICT,2021/08/17,ALOWEE,Ghana,7.748974,-1.2326489,,,,,5,,,,,0,0,,,,0,,,
5746,FLOOD,BONO EAST,TECHIMAN MUNICIPAL,2021/09/25,HANSUA,Ghana,7.5545474,-1.9447518,2,,,,,,,,,0,0,,,,0,,,
5736,FLOOD,BONO EAST,KINTAMPO SOUTH DISTRICT,2021/09/28,APAASO,Ghana,7.9429549,-2.1362854,,,,,1,,,,,0,0,,,,0,,,
5846,RAINSTORM,AHAFO,TANO SOUTH,2021/10/28,BREME,Ghana,7.0820884,-2.0348277,1,2,,,1,,,,,0,0,,,,0,,,
5840,FLOOD,AHAFO,ASUNAFO NORTH,2021/09/07,FAWOHOYEDEN,Ghana,6.7303835,-2.5786304,,,,1,,,,,,0,0,,,,0,,,
5833,RAINSTORM,AHAFO,ASUTIFI SOUTH,2021/05/14,AMANFROM,Ghana,6.8497949,-2.5465605,7,6,,,66,,,,,0,0,,,,0,,,
5831,RAINSTORM,AHAFO,TANO NORTH,2021/04/07,SUSUANHO,Ghana,7.2492601,-2.2444939,,,,,1,,,,,0,0,,,,0,,,
5805,RAINSTORM,AHAFO,TANO NORTH,2021/04/07,BOMAA,Ghana,7.0845816,-2.1780396,,1,,,14,,,,,0,0,,,,0,,,
5801,RAINSTORM,AHAFO,TANO SOUTH,2021/04/28,DERMA,Ghana,7.1610729,-2.1299008,,,,,1,,,,,0,0,,,,0,,,
5797,RAINSTORM,AHAFO,ASUHAFO SOUTH,2021/03/27,PESEWKROM,Ghana,6.5481647,-2.6378761,,,,,15,,,,,0,0,1,,,0,,,"A SCHOOL AND A CHURCH WERE ALSO AFFECTED BY THE RAINSTORM, HOWEVER THERE WAS NO DAMAGE COST RECORDED."
5795,RAINSTORM,AHAFO,ASUHAFO SOUTH,2021/03/10,KUKUOM,Ghana,6.6924837,-2.4478484,,,,,1,,,,,0,0,,,,0,,,"A CHURCH WAS ALSO AFFECTED BY THE RAINSTORM, BUT THE DAMAGE COST WAS NOT RECORDED."
5793,RAINSTORM,AHAFO,TANO SOUTH,2021/03/23,OHIANIMGU,Ghana,7.1610729,-2.1469938,,,,,2,,,,,0,0,,,,0,,,
5791,RAINSTORM,AHAFO,TANO SOUTH,2021/02/18,OLD TOWN,Ghana,7.1610729,-2.1469938,,,,,1,,,,,0,0,,,,0,,,
